topic,rank,doc
1471,3,"🇺🇦 #StandWithUkraine Did you know that 2022 was announced by UN the #YearofGlass. In UA, due to RU bombing, it is rather a year of broken glass. Polish diplomats joined the project #TheoryOfProtection of #DaryaKoltsova showing solidarity with Ukrainians protecting their windows."
1472,1,"#StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Volnovakha #Sumy #Mariupol #digitalresistance How to talk to your children about conflict and war /via it can cause feelings such as fear, sadness, anger and anxiety wherever you live."
1472,2,"#StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Volnovakha #Mariupol #digitalresistance How to talk to your children about conflict and war /via it can cause feelings such as fear, sadness, anger and anxiety wherever you live"
1472,3,"#StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Volnovakha #Sumy #Mariupol #Okhtyrka #Irpin How to talk to your children about conflict and war /via it can cause feelings such as fear, sadness,anger &amp; anxiety wherever you live #mentalhealth"
1473,1,#Ethiopia gov't must hold accountable for committed the genocide act against humanity &amp; crimes against humanity. #CallItAGenocide #EndTigraySiege
1473,2,Two long-serving #UN officials have accused head of working with armed insurgents in #Ethiopia to redirect #UN humanitarian aid for the purpose of war. As a result so many lives have been lost. #BreakTheSilence #NoMore
1473,3,"Two long-serving Officials have accused Head, , for working with armed insurgents in #Ethiopia to redirect #UN humanitarian aid for the purpose of war. 📍Maureen Achieng, Chief of Mission to #Ethiopia 📍Dennia Gayle, C/Rep. for"
1474,1,Elon Musk drew anger and stern warnings from the United Nations and European Union after he suspended the accounts of half a dozen prominent journalists. He accused them of endangering his family. #ElonMusk #Twitter #ElonMuskNews
1474,2,Elon musk's Twitter suspended journalist accounts and the UN and EU Condemn with sanctions. Will tweeter be sanctioned by the EU? #Crypto #elonmusktwitter #elonmusktwitter #FIFA #FIFAWorldCup #UkraineWar #Tweets #Bitcoin #suspended #UNO #Dollar
1474,3,Should Elon Musk demand that all accounts and voices that Twitter has banned over the years be UN-banned? #twitter #ElonMusk #ElonMuskTwitter #FreeUkraine Please pass this on to others!!!
1475,1,"527 days of #TigrayGenocide. The IC, after welcoming ’s ‘humanitarian truce’, has remained silent after inefficient amounts of aid entered #Tigray. By all accounts, #Tigray|ans are still living under a man-made blockade which must be lifted."
1475,2,"517 days of #TigrayGenocide. The IC, after welcoming ’s ‘humanitarian truce’, has remained silent after inefficient amounts of aid entered #Tigray. By all accounts, #Tigray|ans are still living under a man-made blockade which must be lifted."
1475,3,"522days of #TigrayGenocide. The IC, after welcoming ’s ‘humanitarian truce’, has remained silent after inefficient amounts of aid entered #Tigray. By all accounts, #Tigray|ans are still living under a man-made blockade which must be lifted."
1476,1,- when you plan to wake up?!?! #ArmUkraineNow #NoFlyZoneUA #UkraineInNATO #StopPutinNOW #RussiaIsATerroristState
1476,2,- when do you plan to wake up!?!? #ArmUkraineNow #NoFlyZoneUA #UkraineInNATO #StopPutinNOW #RussiaIsATerroristState (2/2)
1476,3,- when you plan to Wake Up! #ArmUkraineNow #NoFlyZoneUA #UkraineInNATO #StopPutinNOW #RussiaIsATerroristState
1477,1,The WHO Global Internship Program APPLY NOW : #Twitter #Trending #usa #america #uk #london #canada #england #india #china #germany #uae #norway #australia #japan #OpportunitiesFocus #Opportunities #Internships #Culture #Success #Goals #Life #love #fun
1477,2,UNDP Fully Funded and Paid Internship Program APPLY NOW : #OpportunitiesFocus #Opportunities #Internships #Twitter #Trending #usa #america #uk #london #canada #england #india #china #germany #uae #norway #australia #Culture #Success #Goals #Life #love
1477,3,UNICEF Fully Funded and Paid Internship Program APPLY NOW : #Twitter #Trending #usa #america #uk #london #canada #england #india #china #germany #uae #norway #australia #japan #OpportunitiesFocus #Internships #Culture #Success #Goals #Life #love #fun
1478,1,"The world should not forget the humanitarian crisis in Tigray, even amid the war in Ukraine there is “nowhere on Earth” where people are more at risk than the isolated Tigray"", director. #SupportS3199 #SupportHR6600"
1478,2,"""The world should not forget the humanitarian crisis in Tigray, even amid the war in Ukraine there is “nowhere on Earth” where people are more at risk than the isolated Tigray"", director. #SupportS3199 #SupportHR6600"
1478,3,"""The world should not forget the humanitarian crisis in #Tigray, even amid the war in #Ukraine there is “nowhere on Earth” where people are more at risk than the isolated #Tigray"", director. #SupportS3199 #SupportHR6600"
1479,1,#Ukraine Did Russia’s UN ambassador not get the memo about ‘Don’t refer to the Special Military Operation as a WAR’ on he has just said “Who wins the information war wins the war” Is a recall imminent ?
1479,2,"Meanwhile Russia officially acknowledged the #WarInUkraine 👉🇷🇺 ambassador to about ""an information war taking place on a larger scale than the battlefield"" &amp; future prospects “who wins the information war-the one who wins the war”"
1479,3,"No more #SpecialOperation but #War 👉🇷🇺 ambassador to about 🇺🇦 🇷🇺 ""an information war taking place on a larger scale than the battlefield"" &amp; future prospects “who wins the information war-the one who wins the war” #DiplomaticLanguageInProgress"
1480,1,"Since the start of #Russia's invasion of #Ukraine, more than 2.5 million #people have fled. The UN has called it the fastest-growing #refugee crisis since World War Two.🇺🇦🇺🇲❤️ These people need help. Donate for refugee help!🇺🇦🙏 #help #StandWithUkraine️"
1480,2,"Since the start of #Russia's invasion of #Ukraine, more than 2.5 million #people have fled. The UN has called it the fastest-growing #refugee crisis since World War Two.🇺🇦 These people need help. Donate for refugee help!🇺🇦🙏 #help #StandWithUkraine️"
1480,3,"Since the start of #Russia's invasion of #Ukraine, more than 2.5 million #people have fled. The UN has called it the fastest-growing #refugee crisis since World War Two. These people need help. Donate for refugee help!🇺🇦 #StandWithUkraine"
1481,1,"#ICRC is a waste of money #UN is a waste of time The more the world continues to trade with russia, the more Ukrainians will die. Push your government Don’t wait, cause #RussiaIsATerroristState"
1481,2,"Nah, for sure #ICRC will turned blind if the perps were #Ukrainians. The master bully #US w/it's vassals #UK #EU will LIED STRAIGHT FACE to cover up their proxy crimes. #ICRC been threatened by them once, right ? Just dismissed all those useless org"
1481,3,ICRC and UN - you are accomplices in the execution of Ukrainian prisoners of war in Olenivka. You are senseless organizations in this war. #icrc #un #useless #war_in_ukraine #WarCrimes #russiaisaterrorisstate
1482,1,There are a lot of cases and concrete examples about the Hazaras genocide. Why the world(#UK #USA #GERMAN #Canada #Russia #China and #UN disregard it? ---------------------- #StopHazaraGenocide
1482,2,Hazaras want to be safe and this is not possible unless the Hazaras genocide is recognized by the world and the United Nations. #StopHazaraGenocide Remember: #UN #UK #USA #Russia #China #Canada #Australia #Germany And ...
1482,3,"One of the main factors of Hazaras genocide, fear of taking back that occupied lands missed a century ago. Hazaras never be secure in Taliban's periods. #UN #UK #USA #Australia #Canada #Germany #Rusia #China and ... ----------------------------------------- #StopHazaraGenocide"
1483,1,"🛑 UN Secretary General . “The people of #Ukraine cannot bear the violence inflicted on them. We need to silence the guns and accelerate negotiations towards peace, now. For the people of Ukraine. For the people of the region. And for the people of the world”"
1483,2,"UN Secretary General The people of #Ukraine cannot bear the violence inflicted on them. We need to silence the guns and accelerate negotiations towards peace, now. For the people of #Ukraine. For the people of the region. And for the people of the world."
1483,3,"🛑 UN Secretary General The people of #Ukraine cannot bear the violence inflicted on them. We need to silence the guns and accelerate negotiations towards peace, now. For the people of Ukraine. For the people of the region. And for the people of the world."
1484,1,"The world agreed on this basic tenent as far back as the founding charter of the United Nations. #TigrayGenocide #Justice4Tigray ,"
1484,2,🕸The world agreed on this basic tenent as far back as the founding charter of the United Nations. #TigrayGenocide #Justice4Tigray
1484,3,🎡The world agreed on this basic tenent as far back as the founding charter of the United Nations. #TigrayGenocide #Justice4Tigray
1485,1,"📌Putin is wanted by the ICC for war crimes if so,#Isaias &amp; must wanted by for the same crimes . We all HUMAN‼️ We urge Equal access to Justice for All.#Justice4Tigray"
1485,2,"🕸Putin is wanted by the ICC for war crimes if so , #Isaias &amp; must wanted by for the same crimes . We all HUMAN‼️ We urge Equal access to Justice for All. #Justice4Tigray"
1485,3,"📌Putin is wanted by the ICC for war crimes if so , #Isaias &amp; must wanted by for the same crimes . We all HUMAN‼️ We urge Equal access to Justice for All. #Justice4Tigray"
1486,1,"💎NEW &amp; UN-USED equipment!💎 Check out this Maxum M-1000 Triplex Pump, skidded and ready to move!👀 ➡️ ⬅️ #Drilling #Rigs #Oil #Equipment #drillingequipment #drillingrigs #oilfieldequipment #petrorigs #permianbasin #oilgas #energy #marketing #USA"
1486,2,"🔥Pipin' hot DEALS daily!🔥 There's 68 joints here of Grant Prideco 5 1/2"" S135 Drill Pipe! Every joint💎NEW &amp; UN-USED!💎 ➡️ ⬅ #Drilling #Rigs #Oil #Equipment #drillingequipment #drillingrigs #oilfieldequipment #petrorigs #GrantPrideco #DrillPipe #USA"
1486,3,"❗️DEAL ALERT!❗️ You gotta see this 228D Pump Jack, NEW &amp; UN-USED! We're running 💲Buy-it-Now💲 pricing on this one, so don't miss out! ➡️ ⬅ #Drilling #Rigs #Oil #Equipment #drillingequipment #drillingrigs #oilfieldequipment #PumpJack #USA #Texas"
1487,1,The UN Security Council will hold a meeting today on the situation in #Ukraine The main issues for discussion will be conflict-related sexual violence and human trafficking in the context of the war in Ukraine. #UkraineRussianWar
1487,2,"Today, the #UN Security Council will meet for a meeting on the situation in #Ukraine . Main issues for discussion will be conflict-related sexual violence and human trafficking in the context of the war in Ukraine."
1487,3,"Today, the #UN Security Council will meet for a meeting on the situation in #Ukraine. The main issues for discussion will be conflict-related sexual violence and human trafficking in the context of the war in #Ukraine. 1/2"
1488,1,"I bet #Biden will. In November, DON'T vote Blue, NO matter WHO!"
1488,2,"But, but didn't #Biden say the #Constitution isn't absolute?? Buyer's (Biden &amp; Dems) #Remorse yet??? In November, DON'T vote Blue, NO matter WHO!!!"
1488,3,"But then hasn't #Biden hurt our finances? Practically every single one of them? Buyer's (Biden &amp; Dems) #Remorse yet?? In November, DON'T vote Blue, NO matter WHO!! Coming soon!!"
1489,1,Tigrayans have suffered a lot at the hands of the dictatorial regimes in 🇪🇹&amp; 🇪🇷 for the last 1.5 years. These regimes are now preparing to inflict more pain &amp; damage in #Tigray. #StopTigrayGenocide
1489,2,Tigrayans have suffered a lot at the hands of the dictatorial regimes in 🇪🇹&amp; 🇪🇷 for the last 1.8 years. These regimes are now preparing to inflict more pain &amp; damage in #Tigray. #StopTigrayGenocide
1489,3,Tigrayans have suffered a lot at the hands of the dictatorial regimes in 🇪🇹&amp; 🇪🇷 for the last 1.5 years. These regimes are now preparing to inflict more pain &amp; damage in #Tigray #StopTigrayGenocide
1490,1,The Armed Conflict and Mass Atrocities Have Destroyed #Tigray's Economy and Food System and are Threatening Famine.This is the 🇪🇹|n government strategy of Starving Tigray.#EndTigraySiege #TigrayFamine
1490,2,📣The Armed Conflict and Mass Atrocities Have Destroyed #Tigray's Economy and Food System and are Threatening Famine.This is the 🇪🇹|n government strategy of Starving Tigray #EndTigraySiege #TigrayFamine
1490,3,The Armed Conflict and Mass Atrocities Have Destroyed #Tigray's Economy and Food System and are Threatening Famine.This is the 🇪🇹|n government strategy of Starving Tigray. #EndTigraySiege #TigrayFamine
